Python,Java,C++,JavaScript,C#,PHP,Ruby,Swift,Go,Rust,Software_Development_Experience,Database_Management,Networking_Skills,Web_Development_Experience,Communication_Skills,Problem_Solving_Abilities,Teamwork_Collaboration,Time_Management,Adaptability,Personal_Interests,Internship_Experience,Certifications_Training,Leadership_Experience,Career_Goals
2,1,4,3,4,3,2,2,2,3,3,4,3,2,8,3,4,9,4,Coding,Yes,No,Yes,product-manager
1,1,4,2,2,3,2,3,2,1,3,3,9,2,2,9,4,4,1,Coding,No,Yes,No,linux
3,1,8,4,3,1,2,3,9,1,3,4,2,2,4,8,4,3,1,Research,No,Yes,No,blockchain
2,1,4,4,1,2,3,2,1,1,9,1,8,3,4,9,4,1,1,Research,No,Yes,No,system-design
1,4,3,3,4,1,1,3,3,3,4,1,4,4,7,2,3,7,4,Coding,Yes,No,Yes,product-manager
1,3,3,3,7,1,1,2,3,3,8,7,3,4,3,1,2,2,3,Research,No,Yes,No,aspnet-core
3,3,2,8,2,2,2,2,1,4,2,2,4,9,1,4,3,3,3,Coding,Yes,Yes,No,typescript
2,2,4,9,2,2,2,1,3,3,9,8,2,2,1,1,4,2,4,Coding,No,No,No,nodejs
9,3,4,1,2,2,4,1,2,2,4,9,4,3,2,8,2,2,1,Research,No,No,No,ai-data-scientist
2,1,1,7,1,3,3,2,3,1,1,7,2,3,2,1,2,3,2,Coding,Yes,No,No,mongodb
8,4,1,2,3,3,4,1,3,1,9,4,9,2,4,1,3,1,1,Coding,No,No,No,mlops
9,4,3,4,1,1,3,4,2,4,4,1,9,3,1,7,1,2,3,Research,No,Yes,No,ai-red-teaming
3,4,4,9,3,3,4,1,4,1,1,3,1,9,3,4,3,2,7,Research,Yes,No,No,react
2,3,9,3,1,2,4,1,2,2,9,4,2,4,3,9,2,3,4,Management,Yes,No,No,cpp
4,4,4,3,4,3,2,1,2,3,2,2,2,2,7,4,3,3,8,Coding,No,No,No,ux-design
3,1,1,2,2,1,3,2,3,2,4,1,4,2,7,2,4,8,3,Management,No,Yes,Yes,product-manager
8,4,1,1,2,3,1,4,2,1,3,3,3,1,1,7,4,3,3,Research,Yes,No,No,ai-agents
1,2,3,1,3,9,1,1,1,1,1,9,2,7,1,2,2,4,4,Management,Yes,No,No,php
2,9,1,4,4,4,1,1,2,1,8,2,3,4,4,1,2,3,8,Design,Yes,Yes,No,android
2,4,1,9,2,3,4,3,1,3,4,2,4,9,1,2,3,4,7,Research,No,No,No,vue
4,1,1,7,3,2,3,3,4,1,3,1,9,2,1,4,1,1,7,Coding,Yes,Yes,No,cloudflare
2,9,8,2,2,2,4,1,2,3,1,1,4,2,4,8,3,1,4,Design,Yes,No,No,computer-science
4,9,8,2,1,3,4,4,1,3,2,3,2,3,2,7,2,2,1,Coding,Yes,Yes,No,computer-science
2,1,3,1,2,1,1,4,3,2,2,8,1,3,2,1,1,7,3,Research,No,No,No,redis
9,1,3,8,3,1,2,4,1,1,4,8,2,9,1,3,4,2,1,Research,Yes,No,No,full-stack
4,4,3,4,1,3,4,4,4,3,8,1,7,4,1,3,3,3,8,Research,Yes,No,No,terraform
7,3,1,7,4,4,3,1,4,4,3,7,2,9,2,2,1,3,3,Coding,No,Yes,No,full-stack
4,3,3,7,1,4,4,3,1,3,7,9,3,4,4,2,3,2,3,Management,No,Yes,No,nodejs
3,1,2,4,2,4,1,3,3,3,7,1,9,3,3,9,2,1,4,Design,Yes,Yes,No,system-design
4,4,4,3,1,4,2,4,1,3,1,3,4,2,3,7,3,7,4,Management,No,Yes,No,qa
1,4,1,9,2,2,4,3,4,2,2,1,2,7,3,4,2,3,9,Coding,Yes,No,No,vue
1,2,4,2,2,3,2,2,3,4,1,2,2,2,8,4,3,8,3,Research,Yes,Yes,No,technical-writer
1,2,3,2,4,3,3,3,4,3,3,1,8,1,2,7,1,1,3,Research,Yes,Yes,No,linux
3,4,2,1,1,4,1,3,1,2,9,3,7,1,2,8,3,3,1,Management,No,No,No,system-design
2,9,1,4,2,2,1,4,1,4,8,2,2,4,2,1,2,2,9,Management,Yes,No,No,android
3,1,4,4,4,4,4,4,1,3,4,9,3,4,2,1,4,8,1,Research,No,No,No,sql
4,3,1,2,2,3,4,3,3,4,2,1,3,3,9,2,3,7,4,Management,No,Yes,Yes,product-manager
4,8,1,4,3,2,1,1,3,3,7,4,2,2,3,3,1,1,9,Research,Yes,Yes,No,android
2,1,1,7,3,4,4,2,3,3,4,3,3,7,4,3,2,2,8,Research,No,Yes,No,vue
1,2,1,3,2,2,1,3,2,1,1,2,1,2,7,3,9,1,2,Design,Yes,Yes,No,devrel
4,2,1,3,1,2,3,3,4,4,7,1,9,2,2,4,2,1,7,Research,Yes,No,No,kubernetes
1,4,4,2,1,1,1,3,3,4,7,1,7,1,2,2,1,3,8,Management,No,Yes,No,kubernetes
2,4,1,2,3,3,3,1,3,4,8,3,9,1,2,2,4,3,7,Design,No,No,No,kubernetes
3,4,7,4,4,3,3,4,1,2,4,2,1,4,1,7,1,2,2,Design,Yes,Yes,No,game-developer
7,2,4,7,4,1,1,2,4,4,2,7,4,8,4,4,3,2,4,Coding,No,Yes,No,full-stack
3,1,4,4,4,1,4,2,1,1,3,2,7,4,1,9,1,4,9,Research,Yes,Yes,No,cyber-security
2,4,3,4,3,2,4,2,4,4,3,1,3,2,8,1,2,2,9,Design,Yes,No,No,ux-design
4,4,1,2,4,1,3,3,1,9,8,1,1,3,2,7,4,3,2,Management,No,No,No,rust
1,4,3,3,2,2,1,1,4,2,1,1,1,2,9,1,7,1,3,Management,No,Yes,No,devrel
3,1,1,3,3,4,2,3,1,4,3,3,3,3,7,1,2,8,1,Research,No,Yes,Yes,product-manager
3,1,7,2,3,4,3,1,3,3,8,3,4,4,2,7,3,4,1,Design,No,Yes,No,cpp
2,3,3,8,1,4,2,4,3,2,2,4,4,9,3,3,2,3,3,Management,No,No,No,angular
4,1,7,3,2,1,1,3,7,2,2,4,4,3,4,8,4,3,3,Design,Yes,No,No,blockchain
1,7,4,3,2,1,4,3,4,1,9,2,4,4,4,2,1,1,8,Research,Yes,Yes,No,android
3,2,1,2,8,4,1,3,2,2,8,7,1,1,4,3,3,3,4,Coding,Yes,No,No,aspnet-core
3,2,1,9,4,3,1,3,4,1,4,3,2,7,3,3,3,3,7,Management,No,No,No,vue
2,3,2,4,3,2,4,3,3,3,2,3,1,2,7,1,8,1,3,Design,No,Yes,No,devrel
9,2,4,9,3,2,2,3,4,2,1,8,4,8,4,2,1,3,3,Research,Yes,No,No,full-stack
4,9,8,2,2,4,2,4,1,3,2,4,3,3,3,8,2,2,3,Research,Yes,Yes,No,computer-science
4,1,2,8,2,2,2,1,2,2,2,8,3,2,2,4,3,4,2,Coding,Yes,No,No,mongodb
1,4,2,3,1,1,4,2,4,8,8,4,2,4,2,8,3,2,3,Design,No,No,No,rust
1,2,2,8,2,3,4,1,4,1,8,2,2,1,2,1,4,1,9,Research,Yes,Yes,No,react-native
4,2,2,4,3,7,4,4,4,3,4,7,2,7,3,3,2,2,3,Research,Yes,Yes,No,php
3,3,3,8,3,2,2,1,4,2,9,1,3,4,3,3,3,4,9,Coding,Yes,Yes,No,react-native
4,2,4,4,2,1,4,4,2,1,1,1,2,4,1,8,4,9,3,Coding,Yes,No,No,qa
4,2,3,4,3,8,1,1,2,1,2,7,3,7,4,3,2,1,2,Coding,Yes,No,No,php
1,3,3,3,1,1,4,2,1,1,7,1,8,1,3,4,2,4,7,Design,No,Yes,No,kubernetes
1,4,4,3,4,2,1,4,3,1,9,4,7,2,4,7,2,2,4,Design,No,Yes,No,system-design
3,3,1,1,1,3,4,3,4,2,2,4,1,2,3,7,4,8,3,Coding,Yes,Yes,No,qa
7,2,2,4,1,2,1,2,3,1,9,4,3,2,3,4,1,2,1,Design,Yes,Yes,No,ai-engineer
7,4,3,1,1,3,1,4,4,2,2,3,4,1,4,7,1,3,3,Research,No,Yes,No,ai-agents
3,2,4,4,3,2,1,3,2,2,9,1,7,1,3,2,3,1,9,Design,No,Yes,No,docker
4,3,2,1,4,2,1,2,2,4,3,4,2,2,8,2,8,1,3,Management,No,No,No,devrel
3,4,2,8,1,2,1,4,1,1,3,2,3,7,4,3,3,3,4,Research,No,No,No,typescript
8,1,3,9,2,1,1,4,2,2,1,8,3,8,2,1,4,1,3,Research,Yes,Yes,No,full-stack
4,9,2,3,3,4,3,1,1,2,7,4,3,4,4,1,2,2,7,Coding,Yes,No,No,android
8,1,2,7,4,4,3,4,4,2,3,8,1,7,2,1,1,1,1,Research,Yes,No,No,full-stack
2,1,3,9,4,4,3,4,2,4,4,4,4,8,1,3,2,4,2,Management,No,Yes,No,angular
8,2,3,4,3,1,1,2,4,2,8,7,2,1,2,2,3,4,1,Management,No,No,No,backend
2,4,1,2,1,3,1,3,1,2,4,7,3,2,2,3,3,7,4,Coding,Yes,Yes,No,redis
2,3,4,4,2,2,2,4,1,4,4,1,1,4,4,7,3,7,2,Coding,Yes,No,No,qa
2,1,3,7,1,1,1,4,1,4,8,4,4,1,2,4,4,3,9,Management,No,No,No,react-native
9,2,4,1,1,1,2,4,3,1,7,4,1,2,1,8,2,2,1,Management,Yes,No,No,python
1,3,2,4,1,4,3,3,4,1,2,8,4,3,2,4,4,8,1,Research,Yes,Yes,No,sql
2,4,1,1,4,4,4,1,4,2,8,4,7,4,1,3,2,3,9,Management,No,Yes,No,docker
2,1,2,1,2,1,4,3,2,3,9,1,8,3,2,2,3,1,8,Design,Yes,Yes,No,kubernetes
4,4,2,2,4,3,2,1,2,1,1,8,2,3,1,3,1,8,3,Research,No,Yes,No,redis
4,2,3,4,4,1,4,1,2,4,3,4,8,4,3,9,2,4,4,Design,No,Yes,No,linux
3,9,7,3,4,2,1,1,3,4,4,4,1,1,1,8,3,4,4,Coding,No,No,No,computer-science
9,2,3,3,2,2,1,2,3,4,4,3,9,3,3,9,2,1,1,Management,No,Yes,No,ai-red-teaming
2,7,3,4,4,4,3,1,4,4,8,2,3,4,3,4,2,2,7,Management,No,No,No,android
4,8,9,3,3,1,3,2,2,2,2,1,1,2,3,7,4,4,3,Coding,No,Yes,No,computer-science
4,4,1,4,1,2,1,4,2,2,9,1,8,1,4,4,3,1,8,Design,No,Yes,No,terraform
4,4,2,2,1,4,1,1,1,4,2,7,2,4,4,4,2,9,1,Research,Yes,No,No,redis
4,3,1,4,1,2,3,1,1,1,2,4,2,1,8,2,1,9,2,Design,Yes,No,No,technical-writer
1,3,3,4,2,4,4,1,1,2,2,8,1,2,4,1,2,8,1,Coding,Yes,No,No,sql
4,4,2,2,1,3,4,2,1,1,7,3,7,3,4,3,2,2,9,Coding,No,No,No,terraform
7,4,3,1,2,4,2,2,4,2,2,2,2,3,4,9,3,3,1,Management,Yes,Yes,No,ai-agents
7,1,3,2,3,4,1,2,1,4,8,2,2,4,2,1,4,2,4,Management,Yes,No,No,ai-engineer
3,9,7,1,3,4,2,1,2,1,1,3,3,3,1,7,1,2,1,Research,Yes,Yes,No,computer-science
7,1,1,4,4,4,3,4,1,2,2,3,8,2,3,7,4,3,2,Design,No,Yes,No,ai-red-teaming
4,2,2,8,3,2,4,1,2,1,1,9,1,4,3,1,4,1,2,Coding,No,Yes,No,mongodb
1,1,4,4,3,1,3,3,4,3,3,4,2,1,7,2,3,2,7,Design,Yes,No,No,ux-design
4,3,4,4,1,2,1,1,4,2,7,3,9,3,4,3,3,3,7,Coding,No,Yes,No,docker
2,2,1,1,1,1,1,1,4,1,7,2,9,1,3,1,1,2,9,Research,No,No,No,kubernetes
3,4,8,2,2,2,1,3,2,1,8,1,4,3,3,9,4,3,4,Coding,Yes,No,No,cpp
2,1,3,9,3,3,3,2,3,3,9,4,4,2,2,1,3,2,7,Management,Yes,No,No,react-native
1,2,4,4,3,3,4,1,4,4,2,4,9,2,2,9,4,2,3,Design,Yes,Yes,No,linux
4,1,8,3,1,4,3,2,2,4,4,4,1,2,4,9,3,4,2,Coding,Yes,No,No,game-developer
1,1,3,8,3,3,3,3,1,4,4,9,2,3,3,3,2,2,3,Design,Yes,No,No,mongodb
9,2,2,2,4,1,2,2,3,2,1,8,3,1,4,1,4,7,3,Management,No,No,No,data-analyst
8,4,1,3,2,2,3,2,1,1,7,1,8,1,2,3,4,1,1,Design,Yes,Yes,No,mlops
1,2,2,9,4,1,1,4,2,4,1,8,1,1,1,3,3,2,2,Research,Yes,Yes,No,mongodb
7,4,1,3,2,3,2,3,2,4,8,4,2,1,3,9,1,1,3,Management,No,No,No,python
4,4,2,7,4,4,2,1,2,2,4,3,2,7,4,2,3,2,4,Management,Yes,Yes,No,angular
1,3,7,4,1,4,1,1,1,3,4,3,4,3,2,7,2,4,4,Research,No,Yes,No,game-developer
7,2,4,8,4,1,2,1,3,2,4,8,4,7,4,1,3,1,1,Design,No,Yes,No,full-stack
1,3,3,8,4,3,2,1,4,1,2,3,1,7,2,4,1,2,4,Research,Yes,No,No,angular
7,2,1,2,2,3,1,4,1,1,7,2,9,1,4,4,4,2,3,Management,No,No,No,mlops
2,3,8,3,3,2,2,1,2,2,7,2,3,2,4,7,2,3,4,Research,No,Yes,No,cpp
8,3,4,1,1,2,3,2,1,1,1,9,3,1,1,1,3,8,3,Research,No,No,No,data-analyst
3,2,4,8,1,2,3,3,2,3,4,2,7,4,3,2,3,1,8,Research,Yes,No,No,cloudflare
7,2,2,3,1,3,2,2,1,3,2,3,7,3,2,8,1,1,2,Coding,No,No,No,ai-red-teaming
7,2,2,2,3,2,1,4,2,3,7,7,1,1,3,2,2,1,4,Research,Yes,Yes,No,backend
9,4,2,2,4,3,2,2,4,3,1,9,4,2,4,7,2,2,3,Design,No,No,No,ai-data-scientist
1,4,3,9,2,4,4,3,2,4,3,7,4,1,4,2,3,3,2,Management,Yes,No,No,mongodb
3,2,4,2,3,4,2,1,4,3,2,4,7,3,2,4,3,1,9,Coding,No,Yes,No,aws
2,1,2,7,1,1,4,2,2,4,7,9,4,3,3,2,2,1,4,Research,Yes,No,No,nodejs
1,8,2,1,1,1,1,2,4,1,7,4,2,1,4,3,2,4,9,Design,No,Yes,No,android
1,3,4,1,4,2,1,3,4,1,9,3,8,2,4,2,2,8,2,Research,No,No,No,devops
4,3,1,8,3,2,1,3,2,2,2,4,8,1,4,2,4,1,7,Research,No,No,No,cloudflare
1,2,2,9,4,4,2,4,3,4,1,3,1,9,2,2,1,3,3,Coding,Yes,Yes,No,frontend
3,1,1,7,1,1,4,2,2,1,2,4,1,7,1,3,1,3,4,Research,Yes,Yes,No,frontend
4,3,3,7,4,4,3,1,4,3,9,2,4,3,4,2,2,3,9,Coding,Yes,Yes,No,react-native
4,1,2,3,2,4,2,2,3,3,2,1,1,2,9,4,2,8,1,Research,Yes,No,No,technical-writer
4,4,2,3,2,3,3,1,4,2,8,3,8,2,2,3,4,4,8,Management,No,Yes,No,terraform
1,2,2,4,4,1,3,3,2,1,4,2,3,3,7,1,9,1,2,Design,Yes,No,Yes,engineering-manager
7,2,3,3,3,1,3,3,1,4,2,4,9,2,3,7,1,2,4,Research,Yes,No,No,ai-red-teaming
3,4,2,1,2,2,4,3,1,1,9,3,8,2,1,4,3,2,7,Design,Yes,No,No,docker
2,1,4,7,2,1,2,3,2,4,4,3,1,8,4,1,4,3,3,Research,Yes,Yes,No,typescript
1,3,4,2,1,2,3,4,1,4,4,1,4,2,9,1,4,1,8,Research,No,No,No,ux-design
2,2,2,4,3,3,3,3,1,1,2,2,7,2,1,8,4,3,9,Coding,No,Yes,No,cyber-security
7,4,3,1,2,3,1,3,4,3,9,2,3,3,2,9,1,3,4,Coding,No,Yes,No,python
2,4,1,1,3,3,4,4,3,4,9,2,8,2,2,7,4,3,2,Research,Yes,Yes,No,system-design
9,2,1,2,1,1,1,1,4,4,8,8,1,1,2,3,4,2,1,Design,Yes,Yes,No,backend
1,3,7,1,1,4,3,4,3,4,2,4,2,4,4,9,2,2,2,Coding,Yes,No,No,game-developer
3,3,1,4,4,4,3,1,2,3,3,3,7,2,4,8,2,2,8,Research,No,Yes,No,cyber-security
9,1,4,3,4,4,1,3,3,3,8,1,2,4,3,2,4,1,3,Research,Yes,Yes,No,ai-engineer
2,3,3,3,4,2,1,3,1,3,7,1,9,4,3,2,1,4,8,Management,No,No,No,kubernetes
2,4,4,3,4,2,4,1,4,2,1,3,3,4,9,4,7,4,3,Management,Yes,No,No,devrel
3,8,1,3,1,1,4,4,1,1,7,2,2,1,1,1,1,4,7,Coding,Yes,No,No,android
3,1,1,7,1,1,1,2,4,2,1,4,4,7,2,3,4,2,3,Management,No,No,No,frontend
1,4,2,2,1,2,1,1,4,1,9,1,7,3,2,4,1,2,7,Coding,Yes,Yes,No,kubernetes
2,3,4,2,3,9,1,4,1,4,4,7,3,7,2,2,3,2,3,Coding,No,No,No,php
4,4,1,1,3,2,2,4,1,3,9,1,8,1,2,3,2,4,8,Coding,Yes,No,No,terraform
4,4,2,3,3,1,4,1,2,1,2,1,7,1,2,3,4,3,8,Management,No,Yes,No,aws
3,2,1,3,4,1,4,4,4,4,8,1,8,1,1,4,1,4,7,Design,No,Yes,No,kubernetes
1,7,3,2,3,2,3,1,2,2,8,1,1,4,1,1,1,3,7,Management,No,No,No,android
8,2,3,3,3,1,2,1,1,2,4,8,2,1,4,9,4,4,3,Coding,Yes,Yes,No,ai-data-scientist
9,4,2,1,4,1,2,2,1,1,2,2,8,2,2,8,3,3,1,Research,No,Yes,No,ai-red-teaming
3,2,2,8,4,4,1,2,4,2,2,4,4,8,2,3,2,2,2,Coding,Yes,Yes,No,typescript
3,4,1,4,3,3,3,3,4,8,7,4,2,1,4,7,2,1,4,Design,Yes,No,No,rust
1,4,2,1,4,1,1,2,3,2,9,4,8,4,3,7,3,3,4,Management,No,Yes,No,system-design
9,4,3,4,2,3,4,2,2,4,9,4,3,1,3,2,1,1,3,Management,No,No,No,ai-engineer
9,1,4,3,1,2,2,4,1,2,7,9,4,1,2,1,1,4,4,Coding,Yes,No,No,backend
4,4,3,4,3,8,3,1,1,3,1,9,2,7,3,3,2,1,3,Management,Yes,Yes,No,php
4,1,1,4,3,1,4,2,1,1,3,2,7,1,1,7,1,3,7,Coding,Yes,No,No,cyber-security
3,2,1,4,3,1,3,4,1,3,1,1,8,2,2,7,2,2,7,Coding,No,Yes,No,cyber-security
3,4,1,8,3,4,4,2,2,4,3,4,4,9,1,1,4,2,9,Coding,No,No,No,vue
8,3,2,1,4,4,1,3,2,1,7,4,8,1,4,3,4,2,3,Coding,No,Yes,No,mlops
3,3,4,4,3,4,3,3,2,4,4,4,2,3,9,2,8,1,2,Design,No,Yes,Yes,engineering-manager
1,3,2,3,4,3,2,4,1,4,1,2,8,2,1,9,2,1,2,Management,No,Yes,No,linux
4,1,3,1,4,3,3,2,4,2,1,2,3,2,8,4,8,2,1,Management,Yes,Yes,No,devrel
1,1,3,3,3,4,3,1,1,2,2,3,9,2,1,1,3,2,9,Coding,Yes,Yes,No,aws
9,2,2,2,4,4,1,1,2,1,8,3,1,1,3,1,4,1,3,Management,Yes,No,No,ai-engineer
1,4,1,9,1,1,2,4,4,3,1,3,7,2,1,1,1,2,9,Research,Yes,Yes,No,cloudflare
2,2,4,2,3,2,1,3,3,1,3,9,3,4,3,3,4,8,4,Research,Yes,No,No,redis
2,4,1,2,1,2,2,4,1,4,1,1,2,2,9,2,9,2,3,Coding,No,Yes,Yes,engineering-manager
3,2,1,2,3,2,4,4,3,3,1,2,4,3,9,4,1,2,9,Management,Yes,Yes,No,ux-design
4,1,3,1,1,3,2,1,3,1,7,2,9,3,1,1,2,2,8,Design,No,Yes,No,terraform
1,2,4,2,2,2,1,3,1,1,2,1,8,4,3,2,4,1,7,Management,Yes,Yes,No,aws
3,7,3,2,1,2,3,3,2,1,9,1,4,3,2,1,2,4,8,Research,Yes,Yes,No,android
2,4,2,7,3,3,2,4,2,4,8,8,3,2,1,4,2,4,4,Design,Yes,Yes,No,nodejs
4,1,4,7,3,2,4,2,1,1,2,2,7,3,1,1,3,4,9,Coding,No,No,No,cloudflare
8,1,4,3,1,4,1,4,1,2,9,3,9,4,1,1,2,1,1,Design,Yes,Yes,No,mlops
8,3,2,4,3,3,1,1,1,2,3,8,4,2,1,9,1,1,4,Coding,No,Yes,No,ai-data-scientist
4,2,2,3,2,4,1,3,2,3,3,3,9,2,2,9,1,1,9,Management,Yes,Yes,No,cyber-security
1,2,2,1,3,4,2,2,1,2,7,3,8,4,1,4,3,4,8,Design,Yes,Yes,No,terraform
1,1,2,3,3,3,2,3,1,2,2,4,8,1,3,2,4,4,9,Design,No,Yes,No,aws
3,2,4,1,3,4,4,4,1,1,3,4,3,3,9,4,4,3,7,Coding,Yes,No,No,ux-design
1,3,4,3,3,1,3,2,1,3,4,1,7,4,3,7,3,2,7,Design,No,Yes,No,cyber-security
3,3,1,3,3,1,4,1,3,4,4,1,8,3,1,9,4,1,3,Design,No,Yes,No,linux
1,2,1,8,4,3,3,3,1,1,3,1,4,8,1,3,2,1,7,Management,Yes,No,No,vue
7,2,4,9,1,2,2,4,2,3,2,8,1,7,2,1,1,4,2,Coding,Yes,No,No,full-stack
2,4,3,9,2,2,2,3,2,1,1,2,8,3,4,2,3,1,7,Coding,No,No,No,cloudflare
9,1,1,2,2,2,1,4,2,1,8,1,4,1,4,8,2,1,3,Coding,No,No,No,python
2,2,4,1,1,2,3,3,1,2,1,8,1,3,1,1,1,7,4,Research,Yes,No,No,sql
3,3,1,1,4,3,1,4,1,9,8,2,1,1,2,7,2,3,1,Research,No,Yes,No,rust
2,2,1,9,1,4,1,2,1,3,4,2,3,9,1,1,4,1,7,Management,Yes,No,No,vue
1,3,3,1,1,3,4,4,1,2,1,1,4,3,7,4,7,4,1,Research,No,Yes,Yes,engineering-manager
3,2,4,8,4,1,1,2,4,2,3,8,4,2,1,3,4,4,1,Research,No,No,No,mongodb
8,4,4,8,1,1,4,3,1,1,4,8,3,7,2,2,3,2,2,Design,No,No,No,full-stack
1,1,4,3,2,1,4,3,1,1,2,7,1,3,4,1,2,7,3,Coding,No,No,No,sql
4,2,1,3,3,4,1,2,1,4,4,2,8,3,2,7,2,3,7,Management,No,Yes,No,cyber-security
2,3,2,4,2,3,2,2,4,4,1,4,9,1,1,7,4,2,8,Design,No,Yes,No,cyber-security
2,4,1,1,3,4,2,3,2,1,1,2,4,1,7,2,3,1,7,Research,Yes,No,No,ux-design
3,1,3,4,1,4,4,3,2,2,8,2,7,1,2,1,1,7,4,Coding,Yes,No,No,devops
1,3,1,8,3,4,1,1,4,2,4,1,3,9,4,4,4,1,8,Research,No,Yes,No,react
4,4,8,1,3,2,4,3,8,1,4,1,1,3,3,8,4,2,4,Management,Yes,Yes,No,blockchain
3,9,3,2,4,3,2,3,1,1,9,1,4,4,2,4,3,1,8,Research,No,No,No,android
1,3,1,9,2,4,4,4,2,4,1,2,8,4,2,4,3,4,8,Design,Yes,Yes,No,cloudflare
3,4,2,9,3,1,3,1,2,3,8,1,2,3,1,3,2,1,7,Management,No,Yes,No,react-native
3,3,3,3,3,2,3,4,1,1,2,1,4,4,2,7,2,8,3,Research,No,Yes,No,qa
3,1,4,4,2,1,2,1,1,1,8,1,9,2,3,2,4,7,3,Design,No,Yes,No,devops
7,4,3,3,4,4,1,4,1,3,8,2,8,3,1,1,1,1,4,Coding,Yes,Yes,No,mlops
7,3,3,8,1,2,1,2,4,3,2,8,1,9,2,2,3,4,1,Design,Yes,No,No,full-stack
1,3,7,1,2,4,3,3,7,2,4,2,4,1,4,8,1,3,2,Research,Yes,No,No,blockchain
9,3,4,2,4,3,1,2,2,2,9,4,7,1,1,4,2,4,4,Coding,No,Yes,No,mlops
3,3,1,8,2,4,3,2,3,3,3,3,2,7,2,2,4,2,4,Management,Yes,No,No,angular
2,1,4,4,4,2,3,4,3,1,4,1,8,1,1,9,4,2,3,Management,Yes,Yes,No,linux
1,1,3,1,3,3,2,2,1,7,8,3,4,2,3,9,3,1,4,Design,Yes,Yes,No,rust
2,7,3,2,3,4,4,1,1,1,8,4,2,3,3,3,2,3,9,Coding,No,Yes,No,android
4,2,4,9,2,3,3,2,3,2,2,4,4,7,3,1,4,2,3,Management,No,Yes,No,typescript
4,2,1,8,4,2,3,4,3,2,2,4,2,7,2,3,4,4,4,Coding,Yes,No,No,angular
1,2,1,1,2,4,3,3,2,7,9,3,3,2,1,9,4,1,3,Coding,No,Yes,No,rust
1,7,4,4,3,1,1,1,4,1,7,3,4,1,3,1,3,4,7,Design,Yes,Yes,No,android
8,3,2,2,4,1,4,2,2,4,1,7,4,2,2,9,1,1,2,Research,No,No,No,ai-data-scientist
4,4,1,4,4,2,3,4,1,2,1,7,3,4,4,2,4,7,4,Management,No,No,No,sql
2,2,3,9,2,3,4,4,1,1,9,7,3,1,3,1,4,2,3,Research,Yes,No,No,nodejs
3,2,1,2,2,2,3,4,4,2,7,1,7,1,2,2,4,2,9,Design,Yes,Yes,No,kubernetes
3,3,3,8,1,2,1,2,3,4,1,4,2,7,4,4,2,4,7,Research,Yes,Yes,No,vue
4,4,8,3,2,2,3,3,7,4,4,1,1,2,1,8,4,3,1,Coding,No,No,No,blockchain
7,1,3,3,4,1,2,2,4,3,8,9,2,1,2,3,4,3,4,Coding,No,Yes,No,backend
2,2,4,1,2,1,4,2,1,3,2,2,3,1,7,2,4,1,9,Coding,No,No,No,ux-design
2,3,3,2,2,2,3,4,2,3,1,4,1,3,7,3,8,1,3,Coding,Yes,Yes,No,devrel
3,4,3,9,4,1,2,3,1,4,3,3,4,9,4,3,2,1,1,Design,Yes,No,No,frontend
7,3,4,1,2,1,1,1,3,3,7,3,3,1,1,9,2,4,2,Coding,Yes,No,No,python
4,2,3,8,2,4,3,4,2,3,9,7,2,2,2,2,1,1,3,Coding,No,No,No,nodejs
1,2,4,2,2,2,3,2,4,3,3,4,1,1,7,4,3,7,2,Management,Yes,Yes,Yes,product-manager
2,2,3,3,2,4,2,4,1,4,4,1,4,2,7,4,8,3,4,Design,Yes,No,No,devrel
4,4,2,1,7,1,1,1,1,3,7,9,4,4,3,1,2,3,1,Management,No,Yes,No,aspnet-core
2,3,1,3,4,3,2,4,4,4,2,4,3,1,2,7,3,7,2,Research,No,No,No,qa
3,3,1,4,3,1,4,2,1,9,8,2,2,4,4,8,2,4,2,Coding,Yes,Yes,No,rust
2,1,2,2,2,1,2,4,4,3,9,2,7,4,3,3,4,4,7,Management,Yes,No,No,docker
2,3,1,1,4,2,2,1,3,3,3,8,3,2,3,2,4,9,3,Research,No,No,No,redis
2,3,2,9,3,1,4,3,4,4,9,1,1,3,3,1,2,3,7,Research,No,Yes,No,react-native
3,4,4,1,4,3,2,1,4,2,2,3,9,3,4,8,4,1,8,Research,Yes,Yes,No,cyber-security
1,1,4,2,4,4,2,3,3,1,2,2,8,1,1,2,1,1,7,Coding,No,Yes,No,aws
2,4,4,3,3,1,2,4,4,2,8,2,8,1,4,2,1,2,7,Design,No,Yes,No,docker
9,1,1,1,3,4,3,4,3,4,7,3,2,4,2,7,2,1,3,Research,No,No,No,python
1,3,2,7,3,4,1,1,4,3,1,4,4,8,1,3,4,3,7,Design,No,Yes,No,react
1,1,3,3,1,1,3,3,2,3,8,2,9,3,4,4,4,4,9,Management,No,Yes,No,docker
8,2,4,7,1,3,1,1,2,4,4,8,3,8,4,1,1,3,3,Management,No,Yes,No,full-stack
2,2,8,1,1,2,1,1,3,4,9,4,1,1,2,7,4,3,1,Management,Yes,Yes,No,cpp
2,2,2,3,1,4,4,2,3,1,3,3,3,4,9,1,7,4,1,Management,Yes,Yes,Yes,engineering-manager
2,4,1,4,3,8,1,4,4,1,1,8,3,9,4,2,3,4,2,Design,Yes,Yes,No,php
2,2,8,4,4,4,4,2,9,1,3,3,3,2,2,7,2,4,3,Coding,No,No,No,blockchain
